Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:32,18121,80C606950,18121,80C606950,4.44,Euro,4.44,Euro,Reinvestment,0
2022/09/01 00:15,171474,81A4DF861,171474,81A4DF861,23.614291,Bitcoin,23.614291,Bitcoin,Bitcoin,0
2022/09/01 00:00,361548,81670FBD0,361548,81670FBD0,1213.32,Shekel,1213.32,Shekel,Reinvestment,0
2022/09/01 00:15,169261,81997BA21,169335,819F7A3E1,0.176392,Bitcoin,0.176392,Bitcoin,Bitcoin,0
2022/09/01 00:21,115,81539D2D0,115,81539D2D0,11.34,Shekel,11.34,Shekel,Reinvestment,0
2022/09/01 01:05,115943,80B4D3420,115943,80B4D3420,72913.43,US Dollar,72913.43,US Dollar,Reinvestment,0
2022/09/01 00:45,18355,8090B1B40,18355,8090B1B40,2121.13,Euro,2121.13,Euro,Reinvestment,0
2022/09/01 00:41,70,10042B660,3718,817026880,170.31,US Dollar,170.31,US Dollar,Credit Card,0
2022/09/01 00:22,272717,81B43DE31,272717,81B43DE31,0.000539,Bitcoin,0.000539,Bitcoin,Bitcoin,0
2022/09/01 00:28,69465,8198B5991,69465,8198B5991,0.250788,Bitcoin,0.250788,Bitcoin,Bitcoin,0
2022/09/01 00:10,364111,8180AAE70,364111,8180AAE70,59292.95,Saudi Riyal,59292.95,Saudi Riyal,Reinvestment,0
2022/09/01 00:16,169309,819D45981,169804,81A4A0A01,0.069811,Bitcoin,0.069811,Bitcoin,Bitcoin,0
2022/09/01 00:22,70,10042BA08,63779,817A04880,524063.74,Saudi Riyal,524063.74,Saudi Riyal,Cheque,0
2022/09/01 00:00,115,8189BF800,68743,819463C00,85837.78,Saudi Riyal,85837.78,Saudi Riyal,Credit Card,0
2022/09/01 00:43,1422,8003670D0,21260,80080FCD0,2445.79,US Dollar,2445.79,US Dollar,Credit Card,0
2022/09/01 01:13,22129,80496D180,3440,806651430,95.86,US Dollar,95.86,US Dollar,Credit Card,0
2022/09/01 00:24,70,10042B9C0,258606,815DDBCB0,79144.33,Shekel,79144.33,Shekel,Credit Card,1
2022/09/01 00:29,70,10042BA51,71716,81B2DD1F1,4.229011,Bitcoin,4.229011,Bitcoin,Bitcoin,1
2022/09/01 00:46,70,10042B660,2368,802DC8B00,3668.85,US Dollar,3668.85,US Dollar,Cash,1
2022/09/01 00:31,3440,805700390,111913,8057003E0,4169.96,US Dollar,4169.96,US Dollar,ACH,1
2022/09/01 00:49,70,10042B660,215456,80D450BE0,2787.01,US Dollar,2787.01,US Dollar,Cheque,1
2022/09/01 00:55,70,10042B660,120364,80F0FBEC0,1510.06,US Dollar,1510.06,US Dollar,Cheque,1
2022/09/01 00:59,113002,816340480,258196,816340570,2256.42,US Dollar,2256.42,US Dollar,ACH,1
2022/09/01 00:56,70,10042B660,66573,8197E5310,321.83,US Dollar,321.83,US Dollar,Cheque,1
2022/09/01 00:55,15607,8025EC960,15400,8025ECC70,3646.67,Euro,3646.67,Euro,ACH,1
2022/09/01 00:59,70,10042B6A8,38920,80E95DAC0,323.25,Euro,323.25,Euro,Credit Card,1
2022/09/01 00:38,70,10042BA08,216,817FE3C50,5219.38,Saudi Riyal,5219.38,Saudi Riyal,Cheque,1
2022/09/01 01:29,13395,805971860,15786,805971B30,32433.23,US Dollar,32433.23,US Dollar,ACH,1
2022/09/01 01:08,70,10042B660,139833,80FA08310,3010.38,US Dollar,3010.38,US Dollar,Credit Card,1
2022/09/01 01:06,70,10042B660,51448,819076AD0,1295.02,US Dollar,1295.02,US Dollar,Credit Card,1
2022/09/01 01:02,11756,805121DB0,211860,805121EA0,20463.79,Yuan,20463.79,Yuan,ACH,1
2022/09/01 01:02,29900,80F52E8E0,13413,80F530470,954.11,Yuan,954.11,Yuan,ACH,1
2022/09/01 01:59,5855,808961AA0,215187,808961B90,3999.94,US Dollar,3999.94,US Dollar,ACH,1
2022/09/01 01:37,15740,808070EC0,17380,808070FB0,317825.92,Yen,317825.92,Yen,ACH,0
2022/09/01 02:40,20,8002E5040,20,8002E5040,27034.06,US Dollar,27034.06,US Dollar,Reinvestment,0
2022/09/01 03:12,22106,805CB6370,41542,8108DD630,962.23,Australian Dollar,962.23,Australian Dollar,Cheque,0
2022/09/01 02:57,5687,80386BB40,5687,80386BB40,3.85,US Dollar,3.85,US Dollar,Reinvestment,0
2022/09/01 03:29,1639,800598B10,117694,81053CF30,107.94,US Dollar,107.94,US Dollar,Credit Card,0
2022/09/01 02:36,70,10042B930,250253,812F177E0,2725.66,Brazil Real,2725.66,Brazil Real,Cheque,0
2022/09/01 02:06,356088,8147FDEF0,356088,8147FDEF0,3449.46,US Dollar,3449.46,US Dollar,Reinvestment,0
2022/09/01 02:01,148698,812099DB0,248575,813059C10,255498.95,Brazil Real,255498.95,Brazil Real,Cheque,0
2022/09/01 03:10,16505,808DA99A0,16505,808DA99A0,3879.54,Euro,3879.54,Euro,Reinvestment,0
2022/09/01 03:22,110821,8066BB900,110821,8066BB900,6233.33,US Dollar,6233.33,US Dollar,Reinvestment,0
2022/09/01 02:51,20,8004BFC90,215721,80B699550,261.65,US Dollar,261.65,US Dollar,Cheque,0
2022/09/01 02:19,127980,816FB9FB0,127980,816FB9FB0,61.98,US Dollar,61.98,US Dollar,Reinvestment,0
2022/09/01 02:32,3460,802850000,3460,802850000,16.91,Euro,16.91,Euro,Reinvestment,0
2022/09/01 01:41,5294,801F70840,27737,805E69A40,259.99,Euro,259.99,Euro,Cheque,0
2022/09/01 02:23,17256,807406B90,24216,816E3BC30,143.0,US Dollar,143.0,US Dollar,Credit Card,0
2022/09/01 03:06,11,800A6AE80,27737,8131ABB30,9388.67,Euro,9388.67,Euro,Credit Card,0
2022/09/01 03:12,24523,802132740,13703,8023E7D90,19081.7,US Dollar,19081.7,US Dollar,Credit Card,0
2022/09/01 03:08,152926,814EE9D60,152926,814EE9D60,1820.81,Swiss Franc,1820.81,Swiss Franc,Reinvestment,0
2022/09/01 02:03,70,10042B6A8,7058,80FD42C60,1476.06,Euro,1476.06,Euro,Credit Card,0
2022/09/01 02:44,64057,8178984A0,64057,8178984A0,61929.14,Saudi Riyal,61929.14,Saudi Riyal,Reinvestment,0
2022/09/01 02:55,136580,8128E4100,136580,8128E4100,680.69,US Dollar,680.69,US Dollar,Reinvestment,0
2022/09/01 01:46,13712,81B8674E0,13712,81B8674E0,41447.99,Yuan,41447.99,Yuan,Reinvestment,0
2022/09/01 02:37,1835,80048AA40,2514,80109CD50,453.97,Euro,453.97,Euro,Cash,0
2022/09/01 02:38,314362,80598D770,110856,805974870,2794.25,US Dollar,2794.25,US Dollar,ACH,0
2022/09/01 02:58,20,801025A80,20,801025A80,2016.48,Swiss Franc,2203.8,US Dollar,ACH,0
2022/09/01 03:50,29448,813676B90,29448,813676B90,9.54,US Dollar,9.54,US Dollar,Reinvestment,0
2022/09/01 02:22,70,10042B6A8,215112,807D88260,397.12,Euro,397.12,Euro,Credit Card,0
2022/09/01 03:51,70,10042B660,47532,812BE52E0,2710.92,US Dollar,2710.92,US Dollar,Cheque,0
2022/09/01 03:45,15763,802B5DE50,15763,802B5DE50,637.34,Euro,637.34,Euro,Reinvestment,0
2022/09/01 02:56,11314,807E9E350,231908,813115E40,2187.28,Euro,2187.28,Euro,Credit Card,0
2022/09/01 02:06,13821,80175E620,13125,80C80FF10,2672.91,US Dollar,2672.91,US Dollar,Credit Card,0
2022/09/01 03:00,15,803386C40,15,803386C40,1087.72,Yuan,1087.72,Yuan,Reinvestment,0
2022/09/01 02:09,11,800591FC0,11222,8006FA190,244.92,US Dollar,244.92,US Dollar,Credit Card,0
2022/09/01 02:22,1835,806D82650,1835,806D82650,7.69,Euro,7.69,Euro,Reinvestment,0
2022/09/01 03:29,225412,809C793B0,225412,809C793B0,3.89,US Dollar,285.35,Rupee,ACH,0
2022/09/01 01:34,2175,8062EE870,63057,8181C9720,266.48,US Dollar,266.48,US Dollar,ACH,0
2022/09/01 03:07,46152,8110A8CD0,1135,8112866F0,86884.28,Mexican Peso,86884.28,Mexican Peso,Cheque,0
2022/09/01 02:27,19836,80AC516A0,19836,80AC516A0,2140809.07,Yen,2140809.07,Yen,Reinvestment,0
2022/09/01 02:19,15331,80735CF10,219368,807450D20,266.05,US Dollar,266.05,US Dollar,Credit Card,0
2022/09/01 03:15,210484,8043FF030,210484,8043FF030,332260.13,Yuan,332260.13,Yuan,Reinvestment,0
2022/09/01 03:24,70,10042B660,114954,81623D3E0,462.48,US Dollar,462.48,US Dollar,Cash,0
2022/09/01 03:05,21130,81157B8A0,21130,81157B8A0,25750.53,US Dollar,25750.53,US Dollar,Reinvestment,0
2022/09/01 03:09,3100,8032DB6C0,217226,816032A90,46.72,US Dollar,46.72,US Dollar,Cash,0
2022/09/01 02:01,15726,808094DE0,15726,808094DE0,1103.42,Yen,1103.42,Yen,Reinvestment,0
2022/09/01 01:55,249566,81270C390,249566,81270C390,93.35,Brazil Real,93.35,Brazil Real,Reinvestment,0
2022/09/01 03:53,394,80630F260,1812,80D0495A0,2.1,US Dollar,2.1,US Dollar,Cash,0
2022/09/01 01:48,70,10042B660,142059,815849A50,9398.61,US Dollar,9398.61,US Dollar,Cash,1
2022/09/01 01:39,220987,80ECC27B0,214445,80ECC2CB0,3555.71,Euro,3555.71,Euro,ACH,1
2022/09/01 01:58,70,10042B738,18256,81769D7E0,3775247.59,Yen,3775247.59,Yen,Cheque,1
2022/09/01 01:40,112,813560150,152768,813560460,3766.77,Swiss Franc,3766.77,Swiss Franc,ACH,1
2022/09/01 02:15,70,10042B6A8,24643,801F02820,3572.59,Euro,3572.59,Euro,Cheque,1
2022/09/01 02:07,70,10042B6A8,215505,805F99460,61.74,Euro,61.74,Euro,Cash,1
2022/09/01 02:12,25885,8097125E0,214554,809712680,21998892.66,Euro,21998892.66,Euro,ACH,1
2022/09/01 02:10,70,10042B6A8,224191,80AEDE4A0,910433.16,Euro,910433.16,Euro,Cash,1
2022/09/01 02:21,70,10042B6A8,110851,80B2862D0,49.19,Euro,49.19,Euro,Cheque,1
2022/09/01 02:00,169804,81A8AC7C1,71657,81A8B3D81,0.233524,Bitcoin,0.233524,Bitcoin,Bitcoin,1
2022/09/01 02:38,1812,80279F810,110,8000A94C0,10154.74,Australian Dollar,10154.74,Australian Dollar,ACH,1
2022/09/02 14:36,22595,80279F8B0,110,8000A94C0,5326.79,Australian Dollar,5326.79,Australian Dollar,ACH,1
2022/09/03 14:09,1120,800E36A50,110,8000A94C0,4634.81,Australian Dollar,4634.81,Australian Dollar,ACH,1
2022/09/01 02:38,70,10042B660,234680,80D81A220,689.61,US Dollar,689.61,US Dollar,Cheque,1
2022/09/01 02:51,70,10042B660,29158,819A53430,1110.35,US Dollar,1110.35,US Dollar,Cash,1
2022/09/01 02:47,19414,808EDA0C0,23539,808EDA110,207216.83,Rupee,207216.83,Rupee,ACH,1
2022/09/01 02:41,113,8112F07A0,146768,8112F07F0,366425.92,Mexican Peso,366425.92,Mexican Peso,ACH,1
2022/09/01 02:33,50901,812FCBEB0,249331,813000000,26150.86,Brazil Real,26150.86,Brazil Real,ACH,1
2022/09/01 02:31,173079,81B0CC0B1,169500,81B0CDAB1,0.109248,Bitcoin,0.109248,Bitcoin,Bitcoin,1
2022/09/01 03:17,3671,801BF8E70,2557,8016B3750,8099.96,Euro,8099.96,Euro,ACH,1
2022/09/01 06:27,15,80074C7E0,2557,8016B3750,10468.56,Euro,10468.56,Euro,ACH,1
2022/09/01 10:04,2557,80107C9A0,2557,8016B3750,10270.07,Euro,10270.07,Euro,ACH,1
2022/09/02 06:35,12,800A9B180,2557,8016B3750,15645.21,Euro,15645.21,Euro,ACH,1
2022/09/03 09:12,21393,801271170,2557,8016B3750,14139.75,Euro,14139.75,Euro,ACH,1
2022/09/03 13:45,2175,801E25F20,2557,8016B3750,6276.26,Euro,6276.26,Euro,ACH,1
2022/09/03 16:17,20,800043BE0,2557,8016B3750,1042.63,Euro,1042.63,Euro,ACH,1
2022/09/03 23:09,22124,8011D0180,2557,8016B3750,12795.57,Euro,12795.57,Euro,ACH,1
2022/09/01 03:14,70,10042B6A8,24562,816325220,328.61,Euro,328.61,Euro,Cheque,1
2022/09/01 03:29,23726,816E96BE0,33881,816EAC9A0,1414.28,Euro,1414.28,Euro,ACH,1
2022/09/01 03:16,23544,808BEDC10,23033,808BF36A0,267363.46,Rupee,267363.46,Rupee,ACH,1
2022/09/01 03:14,148894,8128A4FE0,149453,8128A5080,11716.81,Brazil Real,11716.81,Brazil Real,ACH,1
2022/09/01 03:15,70,10042BA08,65528,817FC4AB0,11286.43,Saudi Riyal,11286.43,Saudi Riyal,Cheque,1
2022/09/01 03:21,70846,81A2B0921,214,81A2BD701,0.084541,Bitcoin,0.084541,Bitcoin,Bitcoin,1
2022/09/01 03:35,70,10042B660,15355,80402A7B0,405.39,US Dollar,405.39,US Dollar,Cheque,1
2022/09/01 03:52,23848,801A0BEB0,1835,800F963A0,13573.24,Euro,13573.24,Euro,ACH,1
2022/09/01 05:37,498,8013B3270,1835,800F963A0,3651.6,Euro,3651.6,Euro,ACH,1
2022/09/02 03:28,349,80049FE00,1835,800F963A0,6980.43,Euro,6980.43,Euro,ACH,1
2022/09/02 17:21,1835,800F963A0,12386,800F07C90,16003.44,Euro,16003.44,Euro,ACH,1
2022/09/02 19:24,1835,800F963A0,1595,8014DDE40,8201.82,Euro,8201.82,Euro,ACH,1
2022/09/03 11:23,1835,800F963A0,224,801C56FF0,7648.13,US Dollar,7648.13,US Dollar,ACH,1
2022/09/04 17:18,1835,800F963A0,11,800775EE0,9383.9,Euro,9383.9,Euro,ACH,1
2022/09/05 12:17,1835,800F963A0,2514,80143C140,9340.49,Euro,9340.49,Euro,ACH,1
2022/09/06 17:16,1835,800F963A0,22086,800CD0BE0,18261.63,US Dollar,18261.63,US Dollar,ACH,1
2022/09/01 03:45,70,10042B6A8,425,8041E5A30,15496.46,Euro,15496.46,Euro,Cash,1
2022/09/01 03:49,18624,8082A8B30,6090,8082A9D00,319.07,Euro,319.07,Euro,ACH,1
2022/09/01 03:48,61332,816EEB130,262055,816EF0B40,601.71,Euro,601.71,Euro,ACH,1
2022/09/01 04:12,27436,806588510,15109,809A4CB70,64.08,Euro,64.08,Euro,Credit Card,0
2022/09/01 05:08,10,80C88AD30,135558,80CFE9590,7384.05,Canadian Dollar,7384.05,Canadian Dollar,Cheque,0
2022/09/01 03:50,11,80F0D9C30,11,80F0D9C30,5097.18,Australian Dollar,5097.18,Australian Dollar,Reinvestment,0
2022/09/01 05:37,144308,814D6C570,4790,814D6DCE0,15954.0,US Dollar,15954.0,US Dollar,ACH,0
2022/09/01 04:41,11880,80B6ED9B0,30515,813C2FA70,24642.36,US Dollar,24642.36,US Dollar,Credit Card,0
2022/09/01 05:23,15783,8061EEF70,221024,80FDFA320,6121.65,US Dollar,6121.65,US Dollar,ACH,0
2022/09/01 04:23,115,817E9D7C0,18,818967810,4409.32,Saudi Riyal,4409.32,Saudi Riyal,Cheque,0
2022/09/01 04:26,1291,8006809B0,12,803BC7AC0,362.7,US Dollar,362.7,US Dollar,Cheque,0
2022/09/01 04:30,22185,80CC9CCA0,22185,80CC9CCA0,21.75,US Dollar,21.75,US Dollar,Reinvestment,0
2022/09/01 05:26,1217,8004C2690,5571,802350E10,2767.76,US Dollar,2767.76,US Dollar,Cheque,0
2022/09/01 04:20,24070,8036361E0,10881,814D81250,783.88,Euro,783.88,Euro,Cheque,0
2022/09/01 04:48,24317,80212E040,247408,816D056C0,26.51,US Dollar,26.51,US Dollar,ACH,0
2022/09/01 04:09,3389,801923160,11305,805CAFA80,249.04,US Dollar,249.04,US Dollar,Credit Card,0
2022/09/01 04:47,14,8094CE970,26272,80EAD5080,77.88,Rupee,77.88,Rupee,Wire,0
2022/09/01 05:02,21246,815E6C480,21246,815E6C480,2294.73,Shekel,679.52,US Dollar,ACH,0
2022/09/01 03:48,23544,808CE4660,226875,80AB37380,379502.21,Rupee,379502.21,Rupee,Credit Card,0
2022/09/01 05:36,40989,8109F2E50,40989,8109F2E50,9070.23,Australian Dollar,9070.23,Australian Dollar,Reinvestment,0
2022/09/01 05:03,11701,806367340,24950,806FE9540,1498.65,US Dollar,1498.65,US Dollar,Cheque,0
2022/09/01 04:25,67187,818BB7AA0,63779,818FE2540,1078.93,Saudi Riyal,1078.93,Saudi Riyal,Cheque,0
2022/09/01 04:18,118681,8078AB1D0,149701,81824A6E0,1590.87,US Dollar,1590.87,US Dollar,Cheque,0
2022/09/01 04:19,1595,80255F9C0,241647,811969980,18.73,Euro,18.73,Euro,Cheque,0
2022/09/01 04:31,17102,81163CA70,17102,81163CA70,7629.16,Euro,7629.16,Euro,Reinvestment,0
2022/09/01 04:45,25307,8064FA7F0,2514,809492660,4995.53,Euro,4995.53,Euro,Cheque,0
2022/09/01 05:13,157900,815B35CA0,157900,815B35CA0,62.21,Shekel,62.21,Shekel,Reinvestment,0
2022/09/01 04:08,235676,80D4D0060,235676,80D4D0060,26.07,Canadian Dollar,26.07,Canadian Dollar,Reinvestment,0
2022/09/01 05:12,70,10042B660,219687,807B15180,92.37,US Dollar,92.37,US Dollar,Credit Card,0
2022/09/01 04:27,12055,805D5C940,12055,805D5C940,1681.4,Euro,1681.4,Euro,Reinvestment,0
2022/09/01 04:53,19368,80DE3C370,112357,810CFD710,1156.59,Euro,1156.59,Euro,Cheque,0
2022/09/01 04:21,11,80390BE00,112857,80502A440,3958.01,Yuan,3958.01,Yuan,Credit Card,0
2022/09/01 04:10,23041,80E8FE310,23041,80E8FE310,8.87,US Dollar,8.87,US Dollar,Reinvestment,0
2022/09/01 04:56,11437,809DC2F70,11437,809DC2F70,4.11,Euro,4.11,Euro,Reinvestment,0
2022/09/01 05:57,365765,8184B4550,365765,8184B4550,214959.51,Saudi Riyal,214959.51,Saudi Riyal,Reinvestment,0
2022/09/01 03:43,170727,81BB7E381,270372,81BB7E511,0.121876,Bitcoin,0.121876,Bitcoin,Bitcoin,1
2022/09/01 04:10,70,10042B660,3389,80DAF5480,2863.25,US Dollar,2863.25,US Dollar,Cheque,1
2022/09/01 04:11,70,10042B660,153524,819E60A60,51.94,US Dollar,51.94,US Dollar,Cheque,1
2022/09/01 04:01,22264,80189D580,24070,80189DB70,1539.5,Euro,1539.5,Euro,ACH,1
2022/09/01 04:05,14213,8018DFC60,14172,8018DFEE0,1247.4,Euro,1247.4,Euro,ACH,1
2022/09/01 04:13,70,10042B6F0,110682,804A33200,12970.37,Yuan,12970.37,Yuan,Cheque,1
2022/09/01 04:01,70,10042B780,23494,809BABB60,3124.69,Rupee,3124.69,Rupee,Cash,1
2022/09/01 04:02,169261,819D29251,170412,819D49191,0.241306,Bitcoin,0.241306,Bitcoin,Bitcoin,1
2022/09/01 04:43,19325,80DC6EF90,213123,80DC77830,1494.89,US Dollar,1494.89,US Dollar,ACH,1
2022/09/01 04:56,126588,81721EBD0,116703,81721EC70,1372.52,US Dollar,1372.52,US Dollar,ACH,1
2022/09/01 04:37,70,10042B6A8,1768,8007D19B0,12.06,Euro,12.06,Euro,Cheque,1
2022/09/01 04:32,70,10042B6A8,118293,80D966A60,327.54,Euro,327.54,Euro,Cheque,1
2022/09/01 04:30,70,10042B6F0,11,801CD1CE0,591649.27,Yuan,591649.27,Yuan,Cash,1
2022/09/01 04:48,70,10042B858,36242,80D64DCC0,1363.89,Canadian Dollar,1363.89,Canadian Dollar,Cheque,1
2022/09/01 04:34,53937,814F137C0,52788,814F13860,274.35,Swiss Franc,274.35,Swiss Franc,ACH,1
2022/09/01 05:00,15168,803A2CCC0,28335,803A2CD10,42843.48,Yuan,42843.48,Yuan,ACH,1
2022/09/01 05:35,127530,814230060,222433,8142A64D0,1168.81,US Dollar,1168.81,US Dollar,ACH,1
2022/09/01 05:38,260383,81845E120,34978,81845E1C0,4092.29,US Dollar,4092.29,US Dollar,ACH,1
2022/09/01 05:54,11,8001048F0,0,8001B1630,3530.2,Euro,3530.2,Euro,ACH,1
2022/09/01 06:28,0,8001B1630,3,80033F3B0,3530.2,Euro,3530.2,Euro,ACH,1
2022/09/01 10:28,3,80033F3B0,11,8001DC570,4730.57,US Dollar,4730.57,US Dollar,ACH,1
2022/09/01 14:32,11,8001DC570,1768,8007F5C20,4139.13,Euro,4139.13,Euro,ACH,1
2022/09/02 11:51,1768,8007F5C20,1231,800379FA0,4723.36,US Dollar,4723.36,US Dollar,ACH,1
2022/09/02 13:43,1231,800379FA0,3,8001B8080,3849.15,Euro,3849.15,Euro,ACH,1
2022/09/02 19:00,3,8001B8080,1,800161140,4070.87,US Dollar,4070.87,US Dollar,ACH,1
2022/09/03 09:38,1,800161140,349,800220960,3861.85,US Dollar,3861.85,US Dollar,ACH,1
2022/09/04 01:02,349,800220960,20,8001F9760,3551.11,US Dollar,3551.11,US Dollar,ACH,1
2022/09/04 12:26,20,8001F9760,224,800123FE0,3271.85,US Dollar,3271.85,US Dollar,ACH,1
2022/09/01 05:38,70,10042B6A8,6971,819CCC790,18889.07,Euro,18889.07,Euro,Credit Card,1
2022/09/01 05:52,144292,81A720E50,247758,81A721350,23150.48,Euro,23150.48,Euro,ACH,1
2022/09/01 05:55,70,10042B6A8,238186,81A86D850,60647.39,Euro,60647.39,Euro,Cheque,1
2022/09/01 05:41,70,10042BA08,63587,817897370,23938.53,Saudi Riyal,23938.53,Saudi Riyal,Cheque,1
2022/09/01 07:57,7530,8100572F0,62130,8199898A0,93076.61,Euro,93076.61,Euro,Cheque,0
2022/09/01 06:26,22595,801E44C30,22595,801E44C30,38541.86,US Dollar,38541.86,US Dollar,Reinvestment,0
2022/09/01 06:52,26560,80A2C6B50,127152,80A3BD9E0,1986795.12,Rupee,1986795.12,Rupee,Cheque,0
2022/09/01 08:18,33296,810F622C0,33296,810F622C0,23.82,US Dollar,23.82,US Dollar,Reinvestment,0
2022/09/01 07:30,265862,818504790,265862,818504790,67.54,Saudi Riyal,67.54,Saudi Riyal,Reinvestment,0
2022/09/01 08:16,1394,80D3463C0,13354,819D92C50,6508.98,US Dollar,6508.98,US Dollar,Cheque,0
2022/09/01 06:54,131036,80C0F2250,132556,80C0F22A0,69494.68,Ruble,69494.68,Ruble,ACH,0
2022/09/01 07:10,2692,8183F1940,30061,819A0C630,440.32,US Dollar,440.32,US Dollar,Credit Card,0
2022/09/01 07:37,6829,812C33410,6829,812C33410,21480.64,Euro,21480.64,Euro,Reinvestment,0
2022/09/01 06:12,253402,813B94370,253402,813B94370,22.6,Swiss Franc,22.6,Swiss Franc,Reinvestment,0
2022/09/01 06:56,151378,8151C9D90,151378,8151C9D90,20.97,Euro,20.97,Euro,Reinvestment,0
2022/09/01 07:19,152907,813BC0C00,253402,813BD6F70,239.0,Swiss Franc,239.0,Swiss Franc,Cheque,0
2022/09/01 07:19,335809,819891F20,335809,819891F20,4762.42,Canadian Dollar,4762.42,Canadian Dollar,Reinvestment,0
2022/09/01 06:42,250253,81326B8B0,250253,81326B8B0,1009376.25,Brazil Real,1009376.25,Brazil Real,Reinvestment,0
2022/09/01 06:22,115943,8152BF290,22106,816D8AE80,6223.16,US Dollar,6223.16,US Dollar,Cheque,0
2022/09/01 06:33,24029,80635B070,2557,80CAA0320,86.88,Euro,86.88,Euro,Cheque,0
2022/09/01 06:35,210,811D7D120,210,811E213C0,38620.98,Brazil Real,38620.98,Brazil Real,Cheque,0
2022/09/01 06:53,123800,809932B00,27465,80A1EEB30,2189572.51,Rupee,2189572.51,Rupee,Cash,0
2022/09/01 07:33,394,801A41780,215187,80B5D38C0,3243.67,US Dollar,3243.67,US Dollar,Cash,0
2022/09/01 06:21,70949,81AB8AFF1,70949,81AB8AFF1,22.171707,Bitcoin,22.171707,Bitcoin,Bitcoin,0
2022/09/01 06:30,42011,814527DE0,42011,814527DE0,8.4,Euro,8.4,Euro,Reinvestment,0
2022/09/01 06:54,2514,8007F2E70,25634,806DE75D0,308.76,Euro,308.76,Euro,Cash,0
2022/09/01 08:27,22435,81920FFA0,22435,81920FFA0,23.47,US Dollar,23.47,US Dollar,Reinvestment,0
2022/09/01 06:02,15680,8027B8B40,531,80638ED90,1796.85,US Dollar,1796.85,US Dollar,Cheque,0
2022/09/01 06:39,3500,80604FD40,8318,8060DF770,19624.56,US Dollar,19624.56,US Dollar,Cheque,0
2022/09/01 06:08,170943,81A84A741,73607,81B3EFDE1,0.333016,Bitcoin,0.333016,Bitcoin,Bitcoin,0
